id_ejemplar,id_libro,id_ubicacion,edicion_ejem,medio_adquisicion,tipo_material,n_factura,valor,f_registro_sis,recibido_por,recibido_de,no_ejemplar,fecha_adquisicion,codigo_barras,signatura,paginas,anio_edicion,num_entrada
590,264,50,3a edicion,Donacion,Fisico,F-14269,61116.32,2021-01-29,Biblioteca Central,Romero-Valencia,1,2012-04-27,347324753645,LB277,240,1979,E-000590
591,265,14,2a edicion,Compra,Fisico,F-42070,73990.95,2015-06-16,Sede Norte,"Orozco, Loaiza and Uribe",1,1998-02-03,511499044956,NY767,419,1987,E-000591
592,266,40,6a edicion,Donacion,Fisico,F-47182,69212.53,2023-01-19,Biblioteca Central,"Gómez, Patiño and Padilla",1,1988-03-08,737393849011,SQ616,647,1978,E-000592
593,267,51,2a edicion,Donacion,Fisico,F-35263,159399.26,2018-04-21,Sede Norte,Molano and Sons,1,2024-03-08,749241049228,MK536,215,1993,E-000593
594,267,2,3a edicion,Donacion,Fisico,F-26557,152222.79,2023-11-05,Sede Sur,"Forero, Ariza and Acevedo",2,2023-03-19,399585387430,EE192,245,1975,E-000594
595,267,29,3a edicion,Suscripcion,Fisico,F-90180,114188.67,2016-07-02,Biblioteca Central,López Group,3,2013-04-16,255125218195,IM348,588,2012,E-000595
596,268,30,3a edicion,Canje,Fisico,F-30978,25818.48,2015-03-02,Coordinacion Academica,Gómez LLC,1,2022-03-01,753617796847,AE893,354,1979,E-000596
597,268,37,2a edicion,Suscripcion,Fisico,F-91544,177687.31,2016-02-05,Sede Norte,Guerrero and Sons,2,2017-01-15,534568276228,NZ557,157,2016,E-000597
598,269,24,2a edicion,Suscripcion,Fisico,F-65515,156070.2,2018-01-27,Coordinacion Academica,Osorio PLC,1,2024-03-17,264576712602,IG783,600,1981,E-000598
599,269,26,3a edicion,Suscripcion,Fisico,F-28594,130701.22,2024-12-25,Coordinacion Academica,Arroyo and Sons,2,2025-04-17,590143667254,BI928,864,2015,E-000599
600,269,1,5a edicion,Donacion,Fisico,F-79867,163893.65,2018-07-15,Sede Norte,"Ramos, Martínez and Correa",3,1990-03-10,165586221280,FV295,250,1989,E-000600
601,270,45,2a edicion,Canje,Fisico,F-11301,67436.18,2018-01-14,Sede Norte,González-Camacho,1,2010-09-29,949200054761,ZK242,182,1979,E-000601
602,270,20,2a edicion,Compra,Fisico,F-67883,95043.89,2021-08-18,Coordinacion Academica,"Padilla, Arias and Correa",2,2014-05-10,253062804335,IS367,557,2012,E-000602
603,270,24,6a edicion,Canje,Fisico,F-30096,175173.39,2020-08-17,Sede Norte,"Vásquez, Galeano and Villamizar",3,2015-11-06,788287288236,UV917,771,2013,E-000603
604,271,38,2a edicion,Compra,Fisico,F-81136,94711.92,2015-06-19,Coordinacion Academica,Silva-Soto,1,2011-06-16,797900872313,WS491,668,2009,E-000604
605,272,49,2a edicion,Suscripcion,Fisico,F-22487,74064.79,2021-12-04,Biblioteca Central,"Carrillo, Arévalo and Castaño",1,1998-07-08,474374815056,HH578,813,1988,E-000605
606,273,18,1a edicion,Canje,Fisico,F-75989,144625.67,2019-01-11,Sede Norte,Mejía LLC,1,2012-06-09,915311676111,KQ654,255,1993,E-000606
607,273,45,4a edicion,Suscripcion,Fisico,F-63022,145108.46,2015-03-15,Sede Sur,Sierra-Vanegas,2,2024-11-24,629989938815,MB228,754,2024,E-000607
608,274,20,2a edicion,Canje,Fisico,F-58920,28225.26,2021-07-26,Coordinacion Academica,"Suárez, Alvarado and López",1,2001-04-04,710610230571,ER262,256,1985,E-000608
609,274,23,1a edicion,Compra,Fisico,F-34032,73190.34,2023-12-04,Coordinacion Academica,Meza and Sons,2,2025-01-03,929650253998,HO407,537,1986,E-000609
610,275,38,3a edicion,Donacion,Fisico,F-11666,29955.55,2025-08-09,Sede Norte,Carmona Ltd,1,2009-06-19,279499219982,RQ351,360,2001,E-000610
611,276,12,5a edicion,Compra,Fisico,F-89362,130857.33,2019-09-07,Coordinacion Academica,Peña-Castillo,1,2023-11-11,588310397108,SK140,217,2011,E-000611
612,277,59,3a edicion,Compra,Fisico,F-57357,86000.91,2017-01-28,Biblioteca Central,García-Pérez,1,1998-07-13,809893842731,PV140,99,1975,E-000612
613,277,40,1a edicion,Compra,Fisico,F-21062,109861.94,2017-10-03,Sede Sur,Guevara Inc,2,2022-08-06,322320458834,NM651,714,2020,E-000613
614,278,54,4a edicion,Compra,Fisico,F-87579,51661.81,2024-07-22,Biblioteca Central,Sánchez-Ortega,1,1998-05-13,150228903078,AK529,101,1985,E-000614
615,279,32,6a edicion,Compra,Fisico,F-62425,61362.79,2016-03-30,Coordinacion Academica,González-Moreno,1,2004-09-11,619926806024,PM546,212,1984,E-000615
616,279,14,6a edicion,Canje,Fisico,F-11930,109453.08,2017-07-23,Coordinacion Academica,"Rojas, Osorio and Moreno",2,2012-08-15,319788354953,HT377,513,2000,E-000616
617,279,53,4a edicion,Donacion,Fisico,F-98250,33368.49,2024-09-22,Sede Norte,Quintero PLC,3,2019-11-23,554349560897,KS217,92,1980,E-000617
618,279,40,3a edicion,Canje,Fisico,F-22209,174224.6,2018-05-12,Sede Norte,Márquez-López,4,2024-11-20,323074980277,CZ832,181,2016,E-000618
619,280,8,6a edicion,Donacion,Fisico,F-33419,91547.13,2022-05-21,Coordinacion Academica,"Rodríguez, Ríos and Rincón",1,2004-11-26,497384800592,CZ588,510,1992,E-000619
620,280,28,6a edicion,Donacion,Fisico,F-89220,63232.39,2021-12-29,Biblioteca Central,"Jaimes, Ángel and Rodríguez",2,2023-03-06,408459351948,FB538,151,2023,E-000620
621,281,33,5a edicion,Suscripcion,Fisico,F-21343,152922.42,2020-07-18,Sede Norte,Jiménez LLC,1,2000-06-27,427158119451,VV814,267,1996,E-000621
622,281,19,5a edicion,Donacion,Fisico,F-50324,58990.44,2017-12-30,Biblioteca Central,"Mosquera, Córdoba and Gómez",2,1992-02-19,648761883009,JK272,304,1977,E-000622
623,282,51,2a edicion,Suscripcion,Fisico,F-43492,89024.82,2023-07-14,Biblioteca Central,Gómez PLC,1,2017-01-14,491552874522,CB995,380,2002,E-000623
624,283,25,2a edicion,Suscripcion,Fisico,F-84425,21841.3,2022-09-19,Coordinacion Academica,"Rodríguez, Caballero and Angulo",1,2008-02-10,315491207774,MP628,524,1998,E-000624
625,283,18,1a edicion,Compra,Fisico,F-88069,70919.09,2020-08-13,Sede Sur,Ortiz LLC,2,2024-12-17,629625097304,TQ859,354,2021,E-000625
626,283,26,6a edicion,Canje,Fisico,F-52111,143737.93,2021-10-07,Biblioteca Central,Roa LLC,3,1990-02-06,979760609911,EC133,675,1986,E-000626
627,284,5,3a edicion,Suscripcion,Fisico,F-49940,95640.24,2022-04-06,Coordinacion Academica,Calderón-Muñoz,1,2016-12-20,206244774390,UY400,307,2005,E-000627
628,284,59,5a edicion,Canje,Fisico,F-37823,90411.01,2019-06-11,Coordinacion Academica,"Molina, Zapata and Torres",2,2015-05-01,693059196280,JB870,542,2004,E-000628
629,284,23,4a edicion,Canje,Fisico,F-71257,36676.64,2024-10-31,Coordinacion Academica,Melo-Vergara,3,2025-08-07,356645849636,WP513,646,2016,E-000629
630,285,24,6a edicion,Canje,Fisico,F-21420,100712.09,2024-02-27,Biblioteca Central,Mosquera-Palacios,1,2025-02-04,168454831396,JU252,543,2025,E-000630
631,285,45,2a edicion,Compra,Fisico,F-77767,65830.8,2015-06-17,Coordinacion Academica,"Aguilar, Guerrero and Granados",2,2025-09-26,717777907900,ZJ494,100,2005,E-000631
632,285,24,4a edicion,Suscripcion,Fisico,F-54231,163405.17,2017-07-22,Sede Norte,"Valencia, Moreno and Sánchez",3,2003-08-06,393965630807,EB535,686,1993,E-000632
633,285,14,1a edicion,Suscripcion,Fisico,F-94490,87605.22,2017-05-14,Biblioteca Central,Martínez Inc,4,2012-07-05,545892438129,ED582,797,2007,E-000633
634,286,60,2a edicion,Donacion,Fisico,F-34039,84403.9,2024-12-15,Coordinacion Academica,Hernández-Vanegas,1,2006-08-01,735273872191,JY757,367,1982,E-000634
635,286,40,1a edicion,Suscripcion,Fisico,F-94809,98666.01,2018-09-09,Sede Norte,Pacheco-Murillo,2,2024-03-24,935381366942,WP437,772,2024,E-000635
636,286,25,4a edicion,Donacion,Fisico,F-64356,48717.8,2022-08-16,Sede Norte,Peña-Oviedo,3,2014-01-18,665631626140,VV810,712,2013,E-000636
637,287,31,4a edicion,Compra,Fisico,F-51276,146805.29,2022-02-24,Sede Sur,"Padilla, Suárez and Blanco",1,2023-12-15,125117658212,PU964,766,2007,E-000637
638,287,37,2a edicion,Donacion,Fisico,F-69691,24682.65,2022-04-07,Coordinacion Academica,Morales Group,2,2018-05-24,872084771219,GL883,159,2015,E-000638
639,287,44,6a edicion,Suscripcion,Fisico,F-63363,79474.44,2017-02-04,Biblioteca Central,Martínez LLC,3,2018-01-02,176289513813,MF511,861,2009,E-000639
640,287,60,6a edicion,Compra,Fisico,F-35120,170678.39,2021-07-04,Sede Norte,Restrepo-Parada,4,2010-12-03,188543798882,ZW789,660,1985,E-000640
641,288,8,5a edicion,Donacion,Fisico,F-52317,174352.96,2023-08-18,Sede Norte,Cardona-Ayala,1,2007-01-02,983786651881,XW338,554,1985,E-000641
642,288,48,1a edicion,Suscripcion,Fisico,F-90051,58298.4,2019-07-18,Sede Sur,Navarro-Bustos,2,2021-01-17,130742238063,YS311,815,1980,E-000642
643,288,35,6a edicion,Donacion,Fisico,F-98417,142228.65,2025-09-27,Sede Sur,"Díaz, Polo and Pérez",3,2025-08-19,852918448099,IN755,695,2019,E-000643
644,289,23,5a edicion,Suscripcion,Fisico,F-13510,178990.84,2021-09-18,Sede Norte,Reyes LLC,1,1994-08-30,774582636278,EB448,631,1982,E-000644
645,289,1,3a edicion,Canje,Fisico,F-79533,41797.0,2018-01-17,Sede Norte,Moreno PLC,2,2011-07-08,918245513971,PI894,364,2003,E-000645
646,289,16,1a edicion,Donacion,Fisico,F-98905,150634.3,2015-11-05,Coordinacion Academica,Camargo Group,3,2025-10-26,691522992957,BY214,504,2017,E-000646
647,290,41,4a edicion,Canje,Fisico,F-39070,126837.14,2018-11-08,Biblioteca Central,Barrera Ltd,1,2009-08-30,517054021003,KZ766,338,1975,E-000647
648,290,59,6a edicion,Donacion,Fisico,F-76978,30370.35,2015-01-07,Sede Norte,"Arias, Rodríguez and Ramos",2,2025-08-17,593661317871,QG893,127,2024,E-000648
649,291,27,6a edicion,Canje,Fisico,F-68493,160172.86,2017-04-13,Biblioteca Central,Sánchez Ltd,1,1992-01-02,793693815139,VX652,112,1978,E-000649
650,292,11,4a edicion,Donacion,Fisico,F-31706,114105.32,2019-08-26,Sede Norte,"Mora, Contreras and Naranjo",1,2019-10-03,425431365162,ST952,386,1979,E-000650
651,292,49,1a edicion,Compra,Fisico,F-29307,100196.12,2022-05-26,Sede Sur,"Ramírez, Solano and Ariza",2,2015-04-26,722561563180,BO288,736,2008,E-000651
652,293,6,1a edicion,Suscripcion,Fisico,F-10286,84792.09,2021-08-23,Biblioteca Central,"Vega, Gutiérrez and Orjuela",1,2018-02-02,760219075684,OB494,192,2015,E-000652
653,293,31,4a edicion,Suscripcion,Fisico,F-12038,106982.44,2020-12-12,Sede Norte,Quintero-Parra,2,2020-11-17,120790527595,UZ345,719,1985,E-000653
654,294,60,4a edicion,Donacion,Fisico,F-44676,61300.82,2017-06-13,Sede Sur,Ortega Group,1,1993-09-20,756284182440,OT490,725,1978,E-000654
655,295,22,5a edicion,Suscripcion,Fisico,F-20646,44476.05,2023-04-02,Sede Sur,"Moreno, Álvarez and Vega",1,2018-11-02,829330571740,OI773,226,2016,E-000655
656,295,43,3a edicion,Donacion,Fisico,F-88206,18063.61,2016-01-04,Sede Norte,Galindo-Melo,2,2001-04-13,348922665463,HV569,452,1994,E-000656
657,295,12,5a edicion,Canje,Fisico,F-69159,81836.39,2024-02-26,Biblioteca Central,"Muñoz, Ortiz and Contreras",3,1990-05-27,771088320407,BH485,744,1990,E-000657
658,296,59,3a edicion,Donacion,Fisico,F-51713,36938.01,2023-07-30,Sede Sur,Moreno-Rodríguez,1,1986-10-30,486727568278,BC463,307,1975,E-000658
659,296,17,5a edicion,Compra,Fisico,F-79833,149500.17,2023-11-09,Sede Sur,Lozano-Maldonado,2,2023-10-07,844224980998,NA116,328,2019,E-000659
660,296,54,5a edicion,Donacion,Fisico,F-56173,159255.92,2021-05-23,Coordinacion Academica,"Salas, Ardila and Castañeda",3,2012-03-14,649747557167,ZJ354,610,2000,E-000660
661,297,27,2a edicion,Donacion,Fisico,F-40254,85601.44,2019-04-11,Coordinacion Academica,"Vergara, Zapata and Murillo",1,2024-06-26,610271308435,RV718,874,2020,E-000661
662,297,27,3a edicion,Compra,Fisico,F-58867,110943.68,2021-05-11,Coordinacion Academica,"Gutiérrez, González and Moreno",2,2025-11-12,246776983714,MR866,131,2014,E-000662
663,298,34,4a edicion,Donacion,Fisico,F-63835,108006.46,2016-06-11,Biblioteca Central,"Valencia, Vásquez and Ramírez",1,2013-02-17,556915077760,VN507,154,1986,E-000663
664,298,60,5a edicion,Suscripcion,Fisico,F-34791,162269.15,2019-03-25,Sede Norte,Valencia and Sons,2,2025-04-11,764591372180,PA910,831,2004,E-000664
665,298,14,3a edicion,Suscripcion,Fisico,F-82873,99936.7,2022-12-18,Coordinacion Academica,Hernández Ltd,3,2015-07-25,771951669919,XI291,461,2010,E-000665
666,298,1,3a edicion,Compra,Fisico,F-43398,101656.66,2015-07-20,Sede Sur,Navarro Ltd,4,2025-03-20,769564840582,IN932,332,2024,E-000666
667,298,13,5a edicion,Donacion,Fisico,F-21093,40535.05,2016-05-31,Coordinacion Academica,Espitia and Sons,5,2010-05-16,130107048705,XF104,148,1981,E-000667
668,299,60,4a edicion,Donacion,Fisico,F-18826,172836.36,2018-06-03,Sede Norte,López-Montenegro,1,2019-11-05,138022946345,JR991,371,1978,E-000668
669,300,14,3a edicion,Compra,Fisico,F-36755,100236.72,2021-06-12,Coordinacion Academica,"Caicedo, García and Riascos",1,2012-08-02,264589147567,DA750,636,2011,E-000669
670,300,3,5a edicion,Suscripcion,Fisico,F-52890,152415.84,2019-04-21,Sede Sur,Martínez LLC,2,2007-12-21,916729988440,FD904,763,2005,E-000670
671,300,19,1a edicion,Canje,Fisico,F-95061,39969.72,2020-10-25,Sede Norte,Quintero-Sierra,3,2020-07-08,470370200823,YR951,317,2019,E-000671
672,301,28,5a edicion,Compra,Fisico,F-44212,107185.39,2021-12-16,Coordinacion Academica,Palacios-Ramos,1,2015-07-27,726797616991,TI947,875,2006,E-000672
673,302,26,5a edicion,Donacion,Fisico,F-21164,93186.58,2019-02-01,Sede Norte,Mosquera Inc,1,2010-03-13,589638203810,LF730,498,1977,E-000673
674,302,60,5a edicion,Suscripcion,Fisico,F-53673,176398.17,2016-09-18,Sede Sur,Arévalo-Vásquez,2,2005-07-05,439331311046,IX353,894,2001,E-000674
675,303,8,6a edicion,Donacion,Fisico,F-39561,174120.25,2022-05-13,Sede Norte,Vallejo PLC,1,2011-10-12,827920342482,ZZ733,403,2006,E-000675
676,303,1,1a edicion,Suscripcion,Fisico,F-74994,47414.13,2016-11-25,Biblioteca Central,Ángel and Sons,2,2004-05-07,486421135118,EK163,311,2000,E-000676
677,303,49,5a edicion,Donacion,Fisico,F-29216,129676.62,2024-05-06,Biblioteca Central,Guzmán Ltd,3,2004-11-12,317285772633,RG628,575,2001,E-000677
678,303,30,1a edicion,Donacion,Fisico,F-34097,148710.24,2024-07-20,Sede Sur,Arroyo-Uribe,4,1996-06-02,415459137172,LA663,703,1987,E-000678
679,304,28,1a edicion,Suscripcion,Fisico,F-80063,83637.16,2016-06-11,Sede Norte,Márquez-Alzate,1,2014-02-17,860231280075,ND957,561,1992,E-000679
680,305,51,4a edicion,Compra,Fisico,F-83054,155799.8,2025-12-07,Sede Sur,"Guevara, Castillo and Pérez",1,1985-05-25,628666787545,TU811,324,1979,E-000680
681,305,56,5a edicion,Canje,Fisico,F-45125,73026.42,2017-02-27,Sede Sur,Perdomo-Cano,2,2018-11-13,761584046602,CX933,155,2017,E-000681
682,306,1,3a edicion,Canje,Fisico,F-20361,135271.76,2024-01-22,Biblioteca Central,Palacio Group,1,2019-10-30,597508257490,RY366,357,1997,E-000682
683,306,43,3a edicion,Donacion,Fisico,F-97347,34300.57,2019-06-20,Biblioteca Central,Giraldo-Franco,2,2024-05-26,639648091391,GB940,564,2020,E-000683
684,307,38,2a edicion,Compra,Fisico,F-50826,67623.98,2018-06-30,Biblioteca Central,Cárdenas Inc,1,1993-07-05,402965173029,SL118,859,1993,E-000684
685,308,35,2a edicion,Donacion,Fisico,F-80730,18982.05,2017-05-06,Coordinacion Academica,Ojeda LLC,1,2025-12-31,943504330695,UK264,865,2025,E-000685
686,309,16,5a edicion,Canje,Fisico,F-82703,80891.13,2025-08-21,Sede Sur,Zambrano-Rodríguez,1,2021-03-23,919021801292,KO121,755,2021,E-000686
687,309,10,4a edicion,Canje,Fisico,F-89702,130139.4,2016-01-06,Coordinacion Academica,Hernández Inc,2,2003-07-23,861422473317,TQ547,806,2003,E-000687
688,309,56,2a edicion,Donacion,Fisico,F-64725,36804.94,2015-08-16,Sede Norte,"Castañeda, Vega and Ortega",3,2017-08-20,428429374890,RR369,101,2013,E-000688
689,309,58,1a edicion,Suscripcion,Fisico,F-15579,98422.21,2025-10-27,Coordinacion Academica,"Castellanos, González and Arrieta",4,2018-05-18,753017823305,ZU272,122,2007,E-000689
690,310,39,6a edicion,Compra,Fisico,F-92470,161144.78,2018-03-01,Sede Norte,Vargas-Montoya,1,2021-04-26,199122952229,NJ304,777,2020,E-000690
691,310,25,4a edicion,Compra,Fisico,F-53946,103623.79,2021-03-17,Sede Sur,Andrade Inc,2,2020-05-14,153948556840,JV451,246,1984,E-000691
692,310,12,6a edicion,Compra,Fisico,F-87856,123272.63,2015-05-13,Sede Sur,Vélez Group,3,2010-10-23,602486241313,EI917,780,2000,E-000692
693,310,10,1a edicion,Canje,Fisico,F-88724,164322.33,2022-08-09,Biblioteca Central,Gaitán-Bejarano,4,2019-10-13,626030624118,QL379,452,2018,E-000693
694,310,19,4a edicion,Compra,Fisico,F-98984,162132.56,2023-08-31,Sede Norte,Sierra Ltd,5,2023-02-14,804024742183,JN301,161,2020,E-000694
695,311,25,6a edicion,Compra,Fisico,F-85011,70928.15,2017-09-25,Sede Sur,Rodríguez LLC,1,2004-12-13,635980445741,KF923,476,1979,E-000695
696,311,56,4a edicion,Donacion,Fisico,F-52823,131015.3,2021-06-18,Coordinacion Academica,"López, Hernández and Silva",2,2006-12-08,103963606672,TD472,317,2001,E-000696
697,312,25,1a edicion,Canje,Fisico,F-27005,76705.1,2024-02-12,Coordinacion Academica,González-Bastidas,1,2016-08-07,336248703343,YK497,609,1983,E-000697
698,312,22,1a edicion,Suscripcion,Fisico,F-15443,80377.39,2017-09-04,Coordinacion Academica,Campo-Díaz,2,2002-03-04,112151471973,GS479,125,2000,E-000698
699,312,34,6a edicion,Compra,Fisico,F-93006,85774.24,2024-05-23,Biblioteca Central,Moreno LLC,3,2015-10-15,699679845035,JY701,203,1983,E-000699
700,312,38,1a edicion,Compra,Fisico,F-17694,147906.52,2017-08-29,Biblioteca Central,"Tovar, Barreto and García",4,1994-05-30,500046836331,WR238,103,1975,E-000700
701,312,22,2a edicion,Donacion,Fisico,F-58631,108789.91,2022-10-22,Sede Sur,"Polo, Vásquez and Fajardo",5,2018-11-19,731841718078,VJ764,271,2013,E-000701
702,313,40,6a edicion,Suscripcion,Fisico,F-27438,157401.64,2020-03-13,Sede Sur,Lara Inc,1,1981-06-12,997292676695,JN604,382,1977,E-000702
703,313,17,3a edicion,Donacion,Fisico,F-51814,62161.95,2021-03-30,Sede Sur,Navarro LLC,2,2020-08-10,416511111417,XB437,310,2017,E-000703
704,313,8,5a edicion,Compra,Fisico,F-83539,34927.98,2021-02-22,Coordinacion Academica,García PLC,3,2009-01-11,792983785291,AD458,622,2007,E-000704
705,313,57,3a edicion,Canje,Fisico,F-63234,40888.54,2016-11-18,Sede Sur,Gómez-Montes,4,2000-09-17,233785688919,MR605,711,1988,E-000705
706,313,21,6a edicion,Suscripcion,Fisico,F-11582,53731.07,2024-02-07,Coordinacion Academica,Ortiz PLC,5,2007-03-05,989498674557,RZ530,222,2006,E-000706
707,314,29,1a edicion,Canje,Fisico,F-93931,40453.46,2019-09-23,Coordinacion Academica,García and Sons,1,2003-05-15,241802792443,FU301,441,2002,E-000707
708,315,33,3a edicion,Compra,Fisico,F-59081,172557.32,2022-08-20,Biblioteca Central,"Bermúdez, López and Guerra",1,2011-11-01,581327757312,PG335,775,1979,E-000708
709,315,6,4a edicion,Suscripcion,Fisico,F-51423,84835.71,2018-11-21,Coordinacion Academica,"Toro, Pérez and Yepes",2,2024-07-24,166881581249,VQ482,212,2021,E-000709
710,315,20,1a edicion,Donacion,Fisico,F-87428,68855.55,2019-12-17,Sede Sur,Cerón Inc,3,1997-06-20,877632237585,VQ484,350,1986,E-000710
711,316,7,6a edicion,Canje,Fisico,F-71281,111281.57,2018-07-31,Coordinacion Academica,Escobar-Ariza,1,2007-08-04,727593971078,GP852,161,1998,E-000711
712,316,41,5a edicion,Suscripcion,Fisico,F-49366,154856.05,2019-07-16,Sede Norte,"Moreno, Osorio and Ávila",2,2025-12-10,462622736707,MG497,206,2023,E-000712
713,316,13,3a edicion,Suscripcion,Fisico,F-92208,125641.19,2020-02-28,Coordinacion Academica,"Jiménez, Hernández and Quiroz",3,2015-04-10,508051595278,NS803,559,2010,E-000713
714,317,48,6a edicion,Suscripcion,Fisico,F-21626,104440.05,2017-09-27,Biblioteca Central,Ortiz-Garzón,1,1996-11-23,807835137649,DW202,657,1986,E-000714
715,318,28,4a edicion,Donacion,Fisico,F-34858,155300.96,2016-08-11,Coordinacion Academica,Muñoz-Calderón,1,2008-04-14,964201972173,AD798,216,1976,E-000715
716,319,17,1a edicion,Donacion,Fisico,F-27481,68156.4,2023-07-23,Sede Norte,Vega-Cano,1,2012-12-19,537294144592,WE923,551,2000,E-000716
717,320,17,2a edicion,Suscripcion,Fisico,F-41032,117621.66,2022-12-14,Sede Norte,"Díaz, Bedoya and González",1,2016-03-10,891235343788,VH647,426,2012,E-000717
718,320,3,2a edicion,Donacion,Fisico,F-33902,18579.03,2016-01-20,Sede Sur,Amaya and Sons,2,2017-07-30,168720047944,HX533,711,2016,E-000718
719,321,34,3a edicion,Canje,Fisico,F-37842,173652.01,2020-07-19,Biblioteca Central,Ariza Ltd,1,2023-12-25,751137013500,ME637,232,2023,E-000719
720,322,22,3a edicion,Compra,Fisico,F-45222,128857.19,2016-06-03,Coordinacion Academica,Castro Inc,1,2018-05-10,589308362104,SA431,526,1975,E-000720
721,322,40,1a edicion,Donacion,Fisico,F-38984,35512.32,2015-01-16,Coordinacion Academica,"Rojas, González and Vélez",2,2024-08-31,412624666943,ND351,298,2011,E-000721
722,322,12,4a edicion,Donacion,Fisico,F-74587,89151.05,2020-03-27,Sede Norte,Rojas-Sánchez,3,2019-09-26,555590512367,XU843,598,2018,E-000722
723,322,26,4a edicion,Canje,Fisico,F-72671,19665.73,2024-01-01,Coordinacion Academica,Salas LLC,4,2019-05-19,327648080081,NM671,450,2019,E-000723
724,323,22,5a edicion,Canje,Fisico,F-91776,98064.85,2018-05-31,Sede Norte,"Delgado, Castro and Vergara",1,2000-07-20,416239191460,UE186,825,1999,E-000724
725,324,51,6a edicion,Canje,Fisico,F-17031,36825.61,2020-07-24,Sede Sur,Giraldo and Sons,1,2020-04-21,838813843098,VV763,524,2015,E-000725
726,324,49,3a edicion,Donacion,Fisico,F-69433,84340.92,2019-03-01,Biblioteca Central,Rincón LLC,2,2022-07-13,113571671587,NB962,120,2005,E-000726
727,324,26,2a edicion,Canje,Fisico,F-62892,160701.3,2023-12-03,Sede Sur,Rodríguez-Restrepo,3,2021-09-11,555034022164,BZ846,152,1990,E-000727
728,325,21,5a edicion,Suscripcion,Fisico,F-86834,49462.85,2020-11-11,Sede Norte,Zambrano PLC,1,2014-12-27,748458200410,JG815,868,2003,E-000728
729,326,37,5a edicion,Canje,Fisico,F-20143,57518.43,2025-04-01,Coordinacion Academica,González-Gutiérrez,1,2022-10-16,744392762662,JI857,715,2006,E-000729
730,326,1,3a edicion,Donacion,Fisico,F-64649,142887.8,2019-11-23,Sede Sur,Osorio Inc,2,2009-01-24,238368720450,PZ234,843,1995,E-000730
731,327,58,4a edicion,Compra,Fisico,F-23217,40896.5,2021-02-22,Biblioteca Central,"Martínez, Cárdenas and Suárez",1,2017-10-08,215578555662,HO437,710,2012,E-000731
732,328,17,1a edicion,Compra,Fisico,F-19598,45104.66,2020-01-19,Coordinacion Academica,Pacheco LLC,1,2006-03-24,867688091652,PM996,247,1996,E-000732
733,329,38,5a edicion,Canje,Fisico,F-49344,43483.12,2024-12-22,Sede Norte,Pérez-Torres,1,2023-08-19,535256314886,EA832,552,1987,E-000733
734,330,5,5a edicion,Donacion,Fisico,F-36873,89291.45,2022-03-18,Coordinacion Academica,Franco Group,1,2024-07-06,461025538809,HR773,639,2019,E-000734
735,330,25,5a edicion,Compra,Fisico,F-20097,177929.19,2017-03-29,Sede Sur,"Bedoya, Sánchez and Ortiz",2,1996-01-10,806846538610,LQ478,490,1993,E-000735
736,330,48,5a edicion,Canje,Fisico,F-13211,139251.33,2018-08-22,Coordinacion Academica,Barrios-Ortiz,3,2014-12-22,588280652182,VQ738,355,1994,E-000736
737,331,13,6a edicion,Donacion,Fisico,F-91382,156583.21,2019-12-27,Sede Norte,Cano-Rodríguez,1,2025-07-18,534656405306,SD923,202,2025,E-000737
738,331,37,2a edicion,Suscripcion,Fisico,F-60356,81128.05,2015-01-31,Biblioteca Central,Maldonado LLC,2,1983-04-29,453985598166,ZH464,406,1978,E-000738
739,332,27,3a edicion,Canje,Fisico,F-97229,167920.19,2025-08-15,Coordinacion Academica,"Montenegro, Ordóñez and Córdoba",1,2023-09-06,457867299582,QF869,856,2018,E-000739
740,332,23,1a edicion,Donacion,Fisico,F-71637,86107.31,2015-01-24,Biblioteca Central,"Zapata, Contreras and Sánchez",2,2019-02-21,521131435182,AK636,537,1997,E-000740
741,332,51,4a edicion,Donacion,Fisico,F-99560,24485.82,2015-10-20,Coordinacion Academica,"Solano, Guerrero and Herrera",3,2019-05-16,488190373498,PG361,412,1996,E-000741
742,333,56,3a edicion,Canje,Fisico,F-77147,112140.19,2020-04-18,Sede Sur,González LLC,1,1997-07-07,254640032385,XY920,286,1986,E-000742
743,334,28,1a edicion,Donacion,Fisico,F-71597,158098.39,2023-03-10,Biblioteca Central,Vargas-Cifuentes,1,2024-12-21,123418890293,SG351,498,2001,E-000743
744,335,52,3a edicion,Donacion,Fisico,F-77199,121092.98,2015-09-06,Sede Norte,"Castillo, Sepúlveda and Agudelo",1,2020-09-09,976367556077,SL810,420,2014,E-000744
745,336,48,5a edicion,Donacion,Fisico,F-89785,143181.75,2018-02-12,Biblioteca Central,Rivera PLC,1,2022-09-19,392970848248,GH784,672,2009,E-000745
746,336,41,1a edicion,Suscripcion,Fisico,F-73542,158221.08,2025-04-23,Coordinacion Academica,Gómez-Quintero,2,2013-11-14,470538579582,PY256,648,1975,E-000746
747,336,14,3a edicion,Suscripcion,Fisico,F-45428,101893.42,2018-05-08,Sede Sur,Lozano Group,3,1996-11-29,146876874975,HN575,289,1992,E-000747
748,337,49,6a edicion,Suscripcion,Fisico,F-76773,175657.64,2015-02-28,Sede Sur,"Rodríguez, García and Ospina",1,2025-01-21,802219702680,EH754,308,2024,E-000748
