id_prestamo,id_usuario,fecha_prestamo,fecha_devolucion,fecha_limite,observaciones,multa
389,47,2025-03-18,2025-04-09,2025-03-25,,7500
390,86,2025-04-29,2025-05-23,2025-05-20,,1500
391,71,2023-06-09,2023-06-18,2023-06-23,Maxime distinctio corrupti architecto ab temporibus libero.,0.0
392,136,2023-02-11,2023-02-21,2023-02-25,,0.0
393,340,2024-09-09,2024-09-13,2024-09-23,Quos hic sit excepturi.,0.0
394,89,2022-11-14,2022-12-14,2022-11-21,,11500
395,17,2022-08-06,2022-08-16,2022-08-20,,0.0
396,126,2023-11-19,2023-11-27,2023-12-19,Laboriosam minima numquam vero eligendi amet illo quod.,0.0
397,117,2024-01-14,2024-02-07,2024-02-13,Unde repudiandae illum voluptate perferendis architecto exercitationem voluptatem ipsam.,0.0
398,113,2022-05-04,2022-05-09,2022-05-18,Accusantium possimus eos possimus fugiat iure nihil magni.,0.0
399,218,2022-08-25,2022-09-13,2022-09-01,,6000
400,239,2023-09-22,2023-10-08,2023-10-06,,1000
401,191,2024-10-25,,2024-11-01,,0.0
402,243,2025-06-17,2025-07-18,2025-07-01,Distinctio quis tempore repellendus sint voluptate eveniet.,8500
403,289,2025-09-14,2025-10-04,2025-09-28,,3000
404,231,2025-06-29,2025-08-02,2025-07-29,,2000
405,332,2023-12-21,2024-01-18,2024-01-20,,0.0
406,230,2022-06-09,2022-06-10,2022-06-16,,0.0
407,362,2023-08-17,2023-09-15,2023-09-16,,0.0
408,227,2023-03-22,2023-03-25,2023-04-21,Sed facere hic accusantium nam eaque voluptatum in.,0.0
409,337,2022-08-06,2022-08-10,2022-08-27,,0.0
410,34,2023-12-31,2024-01-07,2024-01-14,Deserunt sit molestias repellat est provident veritatis nihil.,0.0
411,66,2024-09-17,2024-09-27,2024-09-24,,1500
412,108,2024-01-27,2024-02-05,2024-02-10,,0.0
413,209,2022-06-25,2022-07-03,2022-07-16,,0.0
414,379,2022-06-02,,2022-07-02,,0.0
415,212,2025-09-22,2025-10-12,2025-10-22,,0.0
416,270,2022-03-23,2022-05-01,2022-04-22,,4500
417,57,2025-04-02,,2025-04-23,Quas molestias quos vel repellat beatae iure eum.,0.0
418,31,2024-10-08,2024-11-15,2024-11-07,,4000
419,265,2024-10-10,2024-11-03,2024-10-17,,8500
420,207,2023-01-08,2023-01-22,2023-02-07,,0.0
421,370,2023-09-12,2023-10-17,2023-10-03,,7000
422,229,2025-12-27,2026-01-10,2026-01-26,Alias autem odit deserunt voluptatem vel minima ea autem reiciendis.,0.0
423,178,2023-07-30,2023-08-31,2023-08-29,,1000
424,322,2024-11-29,2024-12-29,2024-12-06,Commodi natus dolores ipsum animi cum omnis tempora.,11500
425,26,2024-10-16,2024-11-03,2024-11-06,Sunt nobis porro eos velit architecto.,0.0
426,131,2024-09-25,2024-11-03,2024-10-16,Assumenda deserunt voluptatibus quae ex ipsa.,9000
427,208,2023-09-21,2023-10-05,2023-10-05,,0.0
428,377,2022-04-17,2022-05-13,2022-05-08,,2500
429,87,2022-09-02,2022-10-06,2022-09-09,,13500
430,238,2024-06-21,2024-07-20,2024-07-05,Nisi ullam labore exercitationem harum sequi quidem laborum vel animi odit.,7500
431,380,2024-05-05,,2024-06-04,Expedita sint voluptate ipsam asperiores perspiciatis autem ratione eligendi.,0.0
432,355,2025-12-05,2025-12-21,2025-12-19,,1000
433,54,2025-08-08,2025-09-11,2025-08-15,,13500
434,62,2024-10-11,,2024-11-01,,0.0
435,176,2023-11-18,2023-12-11,2023-12-09,,1000
436,371,2025-05-08,2025-05-10,2025-06-07,,0.0
437,329,2022-05-05,,2022-06-04,Id iste veritatis voluptatum non rem omnis.,0.0
438,14,2023-09-25,2023-10-09,2023-10-16,,0.0
439,54,2022-05-26,2022-06-12,2022-06-25,Quia quaerat consequatur sit fugit dolor.,0.0
440,327,2022-12-19,2022-12-26,2023-01-09,Nihil iusto eveniet iste voluptatem.,0.0
441,133,2025-07-06,2025-07-15,2025-07-27,Adipisci non ex pariatur ullam modi.,0.0
442,168,2024-01-20,2024-01-31,2024-02-10,,0.0
443,182,2022-08-03,2022-09-07,2022-09-02,,2500
444,389,2022-11-16,2022-11-26,2022-12-16,,0.0
445,259,2023-07-07,2023-07-17,2023-07-21,,0.0
446,141,2022-11-12,2022-11-16,2022-11-19,Sunt eius error nam qui consequuntur saepe ipsum necessitatibus veritatis doloremque.,0.0
447,208,2024-05-06,,2024-05-27,Harum earum molestias incidunt magni voluptatibus hic sit.,0.0
448,352,2022-11-28,2022-12-02,2022-12-28,Quisquam maxime doloremque totam voluptates error molestiae dolores nesciunt quia.,0.0
449,211,2023-07-25,2023-09-03,2023-08-24,,5000
450,29,2023-04-20,2023-04-23,2023-05-20,,0.0
451,200,2022-11-26,2022-12-18,2022-12-03,,7500
452,192,2025-06-28,2025-07-02,2025-07-12,,0.0
453,199,2024-05-15,2024-06-21,2024-06-05,,8000
454,267,2022-08-21,,2022-09-11,Eligendi amet eligendi enim iure delectus amet consequuntur error exercitationem corrupti.,0.0
455,129,2025-10-03,2025-10-29,2025-10-24,,2500
456,18,2023-06-26,2023-06-28,2023-07-03,,0.0
457,193,2025-10-19,2025-11-25,2025-11-02,,11500
458,74,2022-03-11,2022-04-07,2022-04-01,Illum aperiam ex itaque officiis mollitia eius amet et at.,3000
459,62,2023-01-17,,2023-01-24,,0.0
460,243,2024-08-12,2024-09-06,2024-09-02,,2000
461,221,2023-01-02,2023-02-05,2023-02-01,,2000
462,139,2022-06-15,2022-06-29,2022-07-06,,0.0
463,147,2023-01-03,2023-01-06,2023-01-10,Doloribus commodi dolorum reiciendis dolores molestias voluptatem velit adipisci et minima.,0.0
464,235,2025-11-03,,2025-11-10,Non beatae temporibus nam officia modi laboriosam a quaerat facere.,0.0
465,171,2022-10-21,2022-11-29,2022-11-20,,4500
466,151,2025-03-06,2025-04-07,2025-03-20,Deleniti omnis numquam saepe nobis.,9000
467,354,2024-03-25,2024-04-20,2024-04-01,,9500
468,258,2025-09-29,,2025-10-29,,0.0
469,106,2024-11-22,2024-11-27,2024-11-29,Voluptates hic veniam saepe ut voluptatum.,0.0
470,78,2023-12-18,2024-01-25,2024-01-01,,12000
471,76,2024-12-20,2024-12-31,2025-01-03,Porro esse perspiciatis hic doloribus quis laboriosam laboriosam maxime.,0.0
472,269,2024-10-08,2024-10-27,2024-10-29,,0.0
473,143,2024-03-25,2024-04-11,2024-04-08,,1500
474,18,2025-06-02,2025-06-29,2025-07-02,Illo quasi quasi sed illum illo.,0.0
475,371,2022-08-13,2022-09-08,2022-08-27,,6000
476,127,2023-10-28,2023-12-05,2023-11-18,Recusandae quisquam hic ratione blanditiis ab dicta.,8500
477,153,2025-04-19,2025-04-27,2025-05-19,,0.0
478,160,2022-06-08,2022-06-11,2022-07-08,,0.0
479,219,2024-02-18,2024-03-29,2024-02-25,,16500
480,301,2025-08-21,2025-08-27,2025-09-11,,0.0
481,86,2023-06-28,2023-07-01,2023-07-12,,0.0
482,17,2024-04-28,,2024-05-28,,0.0
483,122,2023-02-26,2023-03-09,2023-03-19,,0.0
484,396,2023-01-18,2023-02-05,2023-02-08,,0.0
485,45,2024-03-24,2024-04-16,2024-03-31,Consectetur placeat nostrum in ad ducimus id repellat.,8000
486,164,2025-04-29,,2025-05-06,,0.0
487,345,2023-04-27,,2023-05-11,,0.0
488,252,2025-05-24,2025-05-29,2025-05-31,,0.0
489,349,2022-08-22,2022-09-02,2022-09-05,,0.0
490,72,2025-04-06,2025-04-25,2025-04-13,,6000
491,127,2022-09-25,,2022-10-09,,0.0
492,200,2022-05-25,2022-06-25,2022-06-24,Necessitatibus iste quod dolore error vitae rem.,500
493,82,2024-04-09,2024-04-20,2024-04-30,,0.0
494,256,2024-01-16,2024-01-17,2024-01-30,,0.0
495,145,2023-03-19,,2023-04-02,Vitae officiis enim consequatur officiis fugit aliquid.,0.0
496,201,2023-02-16,2023-03-02,2023-03-02,,0.0
497,296,2022-08-19,,2022-09-09,Officiis sed praesentium sint nulla tempore ullam cum ab ad.,0.0
498,330,2024-03-07,2024-04-01,2024-04-06,,0.0
499,214,2025-01-15,2025-02-08,2025-01-22,,8500
500,249,2022-04-15,2022-04-25,2022-04-22,,1500
501,144,2022-01-28,2022-01-30,2022-02-11,,0.0
502,114,2022-01-12,2022-01-28,2022-01-26,,1000
503,111,2022-06-28,2022-07-06,2022-07-19,,0.0
504,256,2023-08-15,,2023-09-14,,0.0
505,371,2023-04-12,2023-05-09,2023-04-26,,6500
506,168,2025-06-28,,2025-07-19,Cum accusantium doloribus harum ad odio id incidunt in aliquam.,0.0
507,313,2024-10-18,2024-10-27,2024-11-17,Nobis soluta deleniti quos et.,0.0
508,110,2023-05-20,2023-06-22,2023-06-19,Accusamus earum veritatis unde odio eveniet porro.,1500
509,264,2023-09-26,2023-10-08,2023-10-03,Iure maxime voluptate at repellat laboriosam.,2500
510,323,2025-06-17,2025-06-24,2025-07-08,,0.0
511,302,2024-05-02,2024-05-04,2024-05-09,,0.0
512,107,2022-03-05,2022-04-14,2022-03-12,Quia deserunt dolores dolores eveniet vel nulla temporibus accusantium mollitia.,16500
513,399,2022-12-29,2023-01-16,2023-01-28,,0.0
514,133,2022-09-18,2022-10-27,2022-10-02,Recusandae ipsum vitae assumenda sit quaerat velit.,12500
515,92,2024-09-27,2024-10-28,2024-10-11,Sapiente totam quo amet impedit aperiam distinctio modi aperiam officiis.,8500
516,179,2022-10-30,,2022-11-06,Suscipit pariatur odit fuga consequuntur ducimus voluptatum fuga tempora.,0.0
517,317,2023-10-18,2023-11-13,2023-10-25,,9500
518,130,2023-01-20,2023-02-18,2023-02-03,,7500
519,217,2022-06-24,2022-06-29,2022-07-24,Eligendi quibusdam consectetur omnis aperiam quis molestiae qui.,0.0
520,304,2024-03-28,2024-04-16,2024-04-11,,2500
521,219,2022-08-06,2022-09-03,2022-08-20,,7000
522,166,2022-01-10,,2022-01-31,,0.0
523,246,2025-08-06,2025-08-26,2025-09-05,Iste cupiditate ea perferendis asperiores nobis reprehenderit maiores.,0.0
524,69,2025-10-25,2025-11-08,2025-11-01,,3500
525,61,2024-07-17,2024-08-23,2024-07-31,,11500
526,169,2022-06-28,,2022-07-19,,0.0
527,222,2022-04-22,,2022-05-22,,0.0
528,33,2025-09-22,,2025-10-13,,0.0
529,182,2024-07-27,2024-08-20,2024-08-26,,0.0
530,306,2025-04-03,,2025-04-10,,0.0
531,71,2024-04-24,2024-05-06,2024-05-24,Provident magni nobis tempora perspiciatis repudiandae.,0.0
532,178,2023-07-17,2023-08-23,2023-08-07,,8000
533,378,2023-08-16,2023-08-17,2023-08-30,Excepturi repellendus ea debitis occaecati vitae.,0.0
534,152,2025-10-24,,2025-11-14,,0.0
535,255,2024-05-06,2024-05-14,2024-05-20,,0.0
536,51,2023-07-11,2023-07-21,2023-08-01,,0.0
537,367,2025-10-24,2025-10-31,2025-11-14,,0.0
538,48,2024-09-09,,2024-09-23,,0.0
539,132,2025-10-29,,2025-11-05,,0.0
540,339,2022-08-01,2022-08-04,2022-08-31,Commodi voluptates pariatur in quibusdam a possimus maiores saepe.,0.0
541,8,2024-01-19,2024-02-09,2024-02-02,,3500
542,13,2023-02-26,2023-03-05,2023-03-12,Quos voluptatum eligendi quae recusandae sed doloribus.,0.0
543,163,2023-03-01,2023-03-15,2023-03-22,,0.0
544,34,2023-02-18,,2023-03-11,,0.0
545,195,2022-06-09,,2022-06-16,Quo iure earum at sit et fugiat.,0.0
546,360,2023-02-05,2023-02-11,2023-02-26,,0.0
547,86,2023-06-18,2023-07-21,2023-07-02,,9500
548,279,2022-08-09,,2022-09-08,,0.0
549,69,2022-10-16,2022-11-20,2022-10-30,,10500
550,353,2025-08-13,2025-09-18,2025-09-03,Suscipit consequuntur ea quidem perferendis et earum quae aspernatur animi.,7500
551,346,2024-11-15,2024-11-23,2024-12-06,,0.0
552,44,2025-03-19,2025-04-21,2025-03-26,,13000
553,306,2022-12-27,,2023-01-17,,0.0
554,174,2022-08-07,2022-09-03,2022-08-28,Ad occaecati inventore atque veniam quam quo iste odit culpa dolores.,3000
555,213,2023-03-21,2023-04-05,2023-04-20,,0.0
556,220,2023-08-19,2023-08-26,2023-09-18,,0.0
557,350,2023-10-15,2023-11-13,2023-11-05,Doloremque et earum est.,4000
558,66,2025-09-30,2025-10-06,2025-10-14,,0.0
559,386,2023-06-16,2023-07-25,2023-07-16,,4500
560,90,2024-02-07,,2024-02-21,Quos earum rerum consectetur accusamus eum perferendis aperiam voluptatibus quod.,0.0
561,340,2024-12-18,,2025-01-08,,0.0
562,219,2025-06-27,2025-08-05,2025-07-27,,4500
563,221,2022-10-16,2022-11-21,2022-10-23,Autem explicabo unde veritatis nam doloribus.,14500
564,331,2023-02-05,2023-02-12,2023-02-12,,0.0
565,198,2024-06-27,2024-08-02,2024-07-27,,3000
566,312,2024-10-03,2024-10-11,2024-10-24,,0.0
567,232,2025-07-31,2025-08-08,2025-08-21,,0.0
568,223,2023-10-31,2023-11-07,2023-11-07,Placeat neque sed dolores earum quasi odio veniam.,0.0
569,26,2025-12-16,2026-01-03,2025-12-30,Culpa harum ad ex facilis quae provident vel quam fugit corporis.,2000
570,245,2024-08-12,,2024-08-26,,0.0
571,324,2023-12-09,2024-01-16,2024-01-08,Error libero fugit exercitationem unde molestias dolor voluptates dolorem.,4000
572,338,2023-08-26,2023-09-18,2023-09-02,,8000
573,347,2025-06-16,2025-07-13,2025-07-07,,3000
574,260,2023-03-23,2023-04-03,2023-04-13,,0.0
575,77,2023-01-17,2023-01-31,2023-01-31,,0.0
576,104,2024-05-25,2024-06-14,2024-06-24,,0.0
577,311,2025-01-02,2025-01-09,2025-01-23,,0.0
578,263,2024-08-12,2024-09-05,2024-09-11,,0.0
579,117,2025-12-11,2025-12-29,2025-12-25,,2000
580,258,2024-04-13,2024-04-25,2024-04-27,,0.0
581,224,2022-06-07,,2022-07-07,,0.0
582,178,2023-03-11,2023-04-02,2023-04-01,,500
583,25,2025-05-25,,2025-06-15,,0.0
584,311,2025-03-09,2025-03-18,2025-03-30,Nobis quo dignissimos adipisci placeat aspernatur molestiae.,0.0
585,311,2024-04-25,2024-04-29,2024-05-09,,0.0
586,356,2024-08-03,2024-08-24,2024-08-17,,3500
587,154,2022-09-06,2022-10-16,2022-10-06,,5000
588,361,2022-06-24,,2022-07-15,Explicabo ipsam ipsam ullam quos minus sequi perspiciatis natus laboriosam.,0.0
589,370,2022-11-22,2022-12-12,2022-11-29,,6500
590,76,2022-03-09,2022-04-03,2022-04-08,,0.0
591,159,2022-10-20,2022-10-23,2022-11-10,Doloribus ipsum dicta placeat architecto nobis inventore facere officia similique.,0.0
592,326,2024-01-28,2024-02-29,2024-02-11,,9000
593,221,2022-02-10,2022-03-12,2022-02-24,,8000
594,338,2023-04-20,,2023-04-27,,0.0
595,299,2025-03-14,2025-03-15,2025-04-13,Eos quidem odio quasi rerum quidem exercitationem in pariatur perspiciatis.,0.0
596,319,2025-12-12,2025-12-19,2026-01-02,,0.0
597,144,2022-02-17,2022-03-04,2022-03-19,,0.0
598,140,2024-04-15,2024-04-18,2024-04-22,Odit a distinctio culpa aut modi odit ipsum.,0.0
599,289,2022-05-09,2022-05-19,2022-06-08,Iste eveniet recusandae mollitia adipisci consequatur laborum suscipit optio consectetur.,0.0
600,46,2022-04-18,,2022-05-02,,0.0
601,353,2023-03-08,2023-04-15,2023-03-15,,15500
602,346,2022-05-12,2022-05-29,2022-05-19,,5000
603,363,2024-07-01,2024-07-05,2024-07-15,,0.0
604,259,2024-01-29,2024-02-29,2024-02-19,Id tempora tenetur suscipit voluptatem dignissimos accusantium.,5000
605,177,2025-06-19,2025-07-21,2025-06-26,,12500
606,145,2023-08-23,2023-09-27,2023-09-13,Repudiandae ullam dolorum voluptatum deleniti cumque corrupti occaecati.,7000
607,398,2024-02-22,2024-03-09,2024-03-07,,1000
608,213,2025-07-23,,2025-08-13,,0.0
609,288,2025-03-14,2025-04-02,2025-03-21,Repudiandae quod accusamus labore odio nemo aspernatur.,6000
610,22,2022-04-19,2022-05-03,2022-05-03,Officiis quibusdam a architecto animi deserunt id tenetur nostrum voluptas.,0.0
611,339,2022-04-11,2022-04-28,2022-05-11,,0.0
612,125,2023-06-23,2023-07-30,2023-06-30,,15000
613,350,2023-08-19,,2023-08-26,,0.0
614,385,2025-07-04,2025-07-19,2025-07-18,,500
615,52,2022-03-28,2022-04-07,2022-04-27,,0.0
616,344,2024-12-24,2025-01-18,2025-01-07,Quasi nulla occaecati unde tempora.,5500
617,35,2024-06-07,2024-06-22,2024-06-21,,500
618,341,2024-02-10,,2024-03-11,,0.0
619,279,2025-10-14,2025-10-16,2025-10-21,,0.0
620,121,2022-05-05,,2022-05-19,,0.0
621,296,2025-02-14,,2025-02-28,,0.0
622,231,2022-01-13,2022-02-05,2022-01-27,,4500
623,159,2023-10-11,2023-11-08,2023-10-25,Voluptatem quod hic optio earum.,7000
624,179,2022-05-11,2022-05-24,2022-05-18,Voluptatibus laborum nemo expedita ipsam.,3000
625,304,2024-07-13,2024-07-29,2024-07-27,,1000
626,340,2025-12-07,2025-12-09,2026-01-06,Facilis voluptates provident molestiae autem placeat tempora quibusdam accusamus.,0.0
627,74,2024-10-25,,2024-11-15,Asperiores harum odio minima.,0.0
628,39,2022-05-25,2022-07-04,2022-06-24,At culpa necessitatibus aliquid saepe laudantium.,5000
629,336,2022-01-21,2022-01-23,2022-01-28,Rem fugit fugiat possimus distinctio.,0.0
630,267,2025-10-14,2025-10-23,2025-11-04,,0.0
631,296,2025-06-14,2025-06-30,2025-06-28,,1000
632,116,2022-07-03,2022-08-03,2022-07-10,Mollitia ad error nam optio.,12000
633,111,2024-11-30,2024-12-21,2024-12-14,,3500
634,355,2023-08-29,,2023-09-05,Id consequuntur consectetur voluptatibus fugit.,0.0
635,361,2024-03-08,2024-04-14,2024-04-07,Voluptates labore alias aliquid hic inventore vero.,3500
636,379,2025-02-15,2025-03-09,2025-03-08,Laudantium iste minus nulla asperiores commodi blanditiis.,500
637,325,2022-05-31,2022-06-08,2022-06-07,,500
638,397,2025-11-19,2025-12-09,2025-12-10,,0.0
639,229,2023-09-27,2023-09-28,2023-10-27,Itaque rem ad optio iusto.,0.0
640,239,2024-01-21,2024-02-26,2024-01-28,Quam quas omnis itaque quasi quisquam earum odit perspiciatis qui.,14500
641,234,2023-01-22,2023-02-20,2023-02-05,,7500
642,384,2025-06-07,2025-06-24,2025-06-14,,5000
643,107,2025-05-07,2025-05-09,2025-05-21,Occaecati iste facilis nihil suscipit rem dolore occaecati sit eum.,0.0
644,118,2025-11-16,2025-11-20,2025-12-07,,0.0
645,386,2022-09-26,2022-10-06,2022-10-03,,1500
646,168,2024-07-18,2024-08-16,2024-08-01,,7500
647,29,2022-08-23,2022-09-22,2022-09-06,,8000
648,107,2024-10-08,2024-10-22,2024-11-07,,0.0
649,199,2023-01-06,2023-02-05,2023-01-20,,8000
650,251,2024-12-26,2025-01-06,2025-01-09,Quibusdam ullam quisquam ut voluptate rerum accusantium nesciunt nulla nulla.,0.0
651,110,2022-11-25,,2022-12-02,,0.0
652,189,2025-03-27,2025-05-06,2025-04-17,,9500
653,88,2023-12-19,2024-01-26,2024-01-18,,4000
654,156,2023-10-30,2023-12-06,2023-11-06,,15000
655,390,2022-06-03,2022-06-17,2022-06-24,,0.0
656,179,2023-02-06,2023-02-18,2023-03-08,,0.0
657,255,2023-08-22,2023-09-11,2023-09-12,,0.0
658,166,2025-04-10,,2025-05-01,,0.0
659,209,2024-09-22,2024-10-28,2024-09-29,,14500
660,212,2022-04-18,2022-05-26,2022-05-18,,4000
661,329,2023-11-22,2023-12-30,2023-11-29,Dolor repudiandae laboriosam eligendi quaerat illo cum quo modi enim saepe.,15500
662,170,2025-06-16,,2025-06-30,,0.0
663,218,2024-07-23,2024-08-03,2024-07-30,Eaque distinctio eaque repellendus cupiditate ratione.,2000
664,374,2025-06-04,2025-06-07,2025-07-04,,0.0
665,355,2023-09-06,2023-09-07,2023-10-06,,0.0
666,259,2024-03-09,2024-03-21,2024-03-23,,0.0
667,170,2023-08-29,2023-09-28,2023-09-05,A culpa veritatis iusto excepturi.,11500
668,81,2025-07-13,2025-08-22,2025-07-27,Expedita repellat quod ipsa enim quae veniam distinctio consequuntur.,13000
669,288,2022-12-24,2023-01-08,2022-12-31,Aut sequi consequuntur voluptates dicta.,4000
670,69,2025-04-04,2025-04-29,2025-04-25,,2000
671,151,2024-02-14,2024-02-21,2024-02-28,,0.0
672,344,2023-06-24,2023-07-15,2023-07-24,Sapiente expedita cum labore vero voluptatem.,0.0
673,307,2025-10-10,2025-11-15,2025-10-31,Placeat sint molestias tenetur quos quibusdam ducimus.,7500
674,170,2025-01-23,2025-02-07,2025-02-13,,0.0
675,350,2025-09-15,2025-10-24,2025-10-06,,9000
676,179,2022-05-17,2022-06-01,2022-06-16,,0.0
677,367,2025-08-14,2025-09-19,2025-09-04,,7500
678,293,2025-10-23,2025-10-24,2025-11-13,,0.0
679,387,2022-05-15,2022-06-04,2022-05-22,,6500
680,311,2023-05-26,2023-06-14,2023-06-02,,6000
681,290,2023-03-06,,2023-04-05,,0.0
682,145,2022-07-17,2022-07-18,2022-07-24,,0.0
683,317,2023-10-22,2023-10-29,2023-11-21,,0.0
684,316,2025-08-21,2025-09-14,2025-09-11,,1500
685,184,2024-11-30,2024-12-19,2024-12-14,,2500
686,84,2023-07-13,2023-08-02,2023-07-27,Modi porro quae sunt.,3000
687,264,2024-11-08,,2024-11-29,Autem quo magnam esse praesentium.,0.0
688,19,2025-07-08,2025-08-14,2025-08-07,,3500
689,18,2025-01-25,2025-02-16,2025-02-24,,0.0
690,311,2023-09-29,2023-10-07,2023-10-06,Animi voluptatem placeat quod ullam consectetur aut.,500
691,389,2023-02-24,2023-03-25,2023-03-26,,0.0
692,297,2022-01-05,,2022-02-04,,0.0
693,350,2025-09-08,,2025-09-15,,0.0
694,109,2025-10-05,2025-10-13,2025-11-04,,0.0
695,135,2022-07-25,,2022-08-08,,0.0
696,161,2025-02-13,2025-03-24,2025-02-27,,12500
697,249,2024-01-08,2024-01-19,2024-01-29,,0.0
698,70,2022-05-07,2022-05-16,2022-06-06,,0.0
699,199,2025-09-06,,2025-09-13,,0.0
700,11,2025-10-07,2025-11-04,2025-10-28,,3500
701,10,2025-08-13,2025-08-21,2025-08-27,Autem illo autem natus tempore vitae sed sit voluptatum.,0.0
702,337,2025-12-28,2026-01-02,2026-01-11,Voluptate totam consectetur ex ut laborum repudiandae iste asperiores.,0.0
703,363,2025-07-01,2025-08-08,2025-07-22,,8500
704,106,2025-04-10,2025-05-11,2025-04-17,,12000
705,288,2025-05-15,,2025-06-05,,0.0
706,184,2025-07-24,2025-08-24,2025-08-23,,500
707,125,2024-11-14,2024-11-20,2024-12-05,,0.0
708,58,2024-08-27,,2024-09-26,,0.0
709,120,2022-07-01,2022-07-16,2022-07-08,,4000
710,82,2025-06-03,,2025-06-24,Quisquam vel modi minima inventore in qui esse enim.,0.0
711,42,2022-07-12,2022-07-30,2022-08-02,,0.0
712,75,2024-06-24,2024-07-01,2024-07-01,,0.0
713,249,2024-09-20,2024-10-23,2024-10-20,,1500
714,372,2025-06-16,,2025-06-23,Expedita non est molestias excepturi odio eos.,0.0
715,260,2025-10-14,2025-10-18,2025-10-28,,0.0
716,151,2023-01-06,2023-02-09,2023-01-13,,13500
717,264,2023-05-05,2023-06-06,2023-05-26,,5500
718,301,2025-02-24,2025-03-13,2025-03-03,,5000
719,73,2022-08-17,,2022-08-24,,0.0
720,262,2023-11-29,2023-12-11,2023-12-06,Exercitationem et ipsam fugit nesciunt necessitatibus.,2500
721,23,2022-09-30,2022-11-01,2022-10-21,,5500
722,49,2025-01-09,,2025-01-23,Quaerat repellat dolore repudiandae fugiat harum tempore alias quam.,0.0
723,115,2024-10-05,2024-10-08,2024-10-26,,0.0
724,294,2022-05-02,2022-06-02,2022-05-23,Omnis qui adipisci eaque quam sunt explicabo.,5000
725,126,2025-12-19,2026-01-03,2025-12-26,,4000
726,84,2024-12-02,2025-01-04,2024-12-09,,13000
727,80,2022-04-07,2022-04-29,2022-04-14,,7500
728,189,2025-11-11,2025-12-17,2025-12-11,,3000
729,232,2024-04-07,2024-05-02,2024-04-21,Perspiciatis recusandae repellat expedita voluptatum.,5500
730,71,2022-04-20,2022-05-23,2022-05-20,,1500
731,222,2022-09-29,2022-10-24,2022-10-20,Numquam veniam quas occaecati dolore.,2000
732,200,2025-07-27,2025-08-10,2025-08-17,Animi esse tenetur corrupti quaerat in praesentium.,0.0
733,371,2025-03-23,2025-04-08,2025-04-06,,1000
734,132,2025-07-20,2025-08-07,2025-07-27,,5500
735,289,2024-02-12,2024-02-21,2024-03-04,Odit odit voluptate exercitationem placeat similique dolorem quod.,0.0
736,304,2024-12-14,2025-01-21,2025-01-04,At commodi quidem placeat neque voluptas temporibus.,8500
737,73,2023-07-11,2023-08-09,2023-08-01,,4000
738,148,2024-08-12,2024-08-16,2024-08-26,,0.0
739,185,2023-09-20,2023-10-19,2023-10-04,,7500
740,197,2025-03-11,2025-03-28,2025-04-01,,0.0
741,356,2023-08-04,2023-08-31,2023-08-25,,3000
742,379,2024-09-20,2024-10-09,2024-10-11,,0.0
743,388,2023-10-12,2023-11-14,2023-10-26,,9500
744,9,2025-09-26,2025-10-17,2025-10-26,,0.0
745,129,2025-06-04,,2025-06-18,Ipsa molestias quisquam assumenda.,0.0
746,151,2022-06-18,,2022-07-18,Id optio recusandae deserunt voluptas nemo animi velit.,0.0
747,360,2023-05-02,2023-05-30,2023-05-09,,10500
748,316,2024-10-19,2024-11-03,2024-11-09,Dolor ut earum necessitatibus illum eum minima possimus ut libero.,0.0
749,68,2024-09-20,,2024-10-20,,0.0
750,129,2024-06-22,,2024-06-29,,0.0
751,391,2022-12-01,2022-12-22,2022-12-22,,0.0
752,347,2022-01-04,,2022-01-18,Occaecati quidem ullam eligendi corporis temporibus ea provident iure corporis reiciendis.,0.0
753,93,2022-07-20,2022-07-29,2022-08-03,Quia dolores nulla enim error nobis dicta hic doloremque.,0.0
754,36,2024-07-21,2024-08-10,2024-08-04,,3000
755,26,2023-12-09,,2023-12-23,,0.0
756,306,2022-04-17,2022-05-03,2022-05-17,,0.0
757,108,2025-05-22,,2025-06-21,Minima ad quaerat odit nesciunt excepturi in.,0.0
758,272,2024-02-03,2024-02-04,2024-02-17,,0.0
759,236,2024-12-20,,2025-01-03,,0.0
760,116,2025-10-29,,2025-11-12,Nam nihil nam expedita minima culpa.,0.0
761,395,2022-06-29,,2022-07-20,,0.0
762,392,2022-07-24,2022-08-16,2022-07-31,,8000
763,309,2025-12-16,2025-12-23,2025-12-23,,0.0
764,121,2023-01-07,2023-02-12,2023-01-14,Ipsa temporibus dolore similique deleniti maxime.,14500
765,103,2025-08-08,2025-08-21,2025-08-15,,3000
766,101,2025-04-19,2025-05-09,2025-05-10,Perferendis veritatis nam iure voluptatem dolore.,0.0
767,228,2025-02-28,2025-04-08,2025-03-30,Ducimus aut ipsam sint.,4500
768,346,2022-01-26,2022-03-04,2022-02-16,,8000
769,321,2023-01-15,2023-01-28,2023-02-05,,0.0
770,349,2022-03-07,2022-03-13,2022-03-14,,0.0
771,114,2024-07-30,2024-08-12,2024-08-13,Ea voluptates incidunt quaerat sed consectetur id.,0.0
772,336,2025-08-19,2025-09-22,2025-09-02,,10000
773,258,2024-10-16,2024-11-16,2024-10-30,Illo reiciendis velit beatae nihil architecto fuga itaque dolorum porro corporis.,8500
774,61,2025-03-19,,2025-03-26,,0.0
775,277,2022-06-21,2022-07-31,2022-07-05,,13000
776,58,2024-06-03,2024-06-23,2024-06-10,,6500
